"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/FirstPerson/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","78","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/BaseMaterial.BaseMaterial","0","0","33","1","0.000000","0","0"
"/Game/??????/???????/???????????/???/_________________3._________________3","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/???/_________________2._________________2","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/???/_________________1._________________1","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/???/________________.________________","0","0","12","1","0.000000","0","0"
"/Game/??????/??/_________________5._________________5","0","0","21","1","0.000000","0","0"
"/Game/??????/???????/???????????/???????/?????????/________________1.________________1","0","0","12","1","0.000000","0","0"
"/Game/??????/?????/MAT_bim.MAT_bim","0","0","16","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/??????/???????????_????/_________________5._________________5","0","0","12","1","0.000000","0","0"
"/Game/??????/???????????_????/_________________3._________________3","0","0","12","1","0.000000","0","0"
"/Game/??????/???????04/_________________3._________________3","0","0","12","1","0.000000","0","0"
"/Game/??????/???????04/_________________5._________________5","0","0","12","1","0.000000","0","0"
"/Game/??????/????/________________.________________","0","0","21","1","0.000000","0","0"
"/Game/??????/???_?????????/_________________6._________________6","0","0","12","1","0.000000","0","0"
"/Game/??????/???_?????????/_________________5._________________5","0","0","12","1","0.000000","0","0"
"/Game/??????/???_?????????/________________3.________________3","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/??_04/_________________2._________________2","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/??_04/_________________1._________________1","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/??_04/________________.________________","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/???/_________________2._________________2","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/???/_________________1._________________1","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/???/________________.________________","0","0","12","1","0.000000","0","0"
"/Game/??????/???_?????????/_________________2._________________2","0","0","12","1","0.000000","0","0"
"/Game/??????/???_?????????/_________________1._________________1","0","0","12","1","0.000000","0","0"
"/Game/??????/???_?????????/________________.________________","0","0","12","1","0.000000","0","0"
"/Game/??????/???_?????????/_________________4._________________4","0","0","12","1","0.000000","0","0"
"/Game/??????/???_?????????/________________2.________________2","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/???????/????????_?????/_________________2._________________2","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/???????/????????_?????/_________________1._________________1","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/???????/????????_?????/________________.________________","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/???????/?????????/_________________2._________________2","0","0","12","1","0.000000","0","0"
"/Game/??????/???_?????????/_________________3._________________3","0","0","12","1","0.000000","0","0"
"/Game/??????/???_?????????/________________1.________________1","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/???????/??_????????/_________________1._________________1","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/???????/??_????????/________________.________________","0","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/_________________6._________________6","0","12","12","1","8.791183","0","13"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/_________________5_ncl1_1._________________5_ncl1_1","0","12","1","1","6.002464","0","28"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/_________________5._________________5","0","12","1","1","6.747793","0","34"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/_________________4_ncl1_1._________________4_ncl1_1","0","12","2","1","5.938954","0","42"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/_________________4._________________4","0","12","1","1","5.869507","0","37"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/_________________2._________________2","0","12","2","1","5.829299","0","44"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/_________________15._________________15","0","12","8","1","8.802635","0","35"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/_________________14._________________14","0","12","1","1","6.649292","0","35"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/_________________13._________________13","0","12","12","1","7.518362","0","18"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/_________________12._________________12","0","12","12","1","8.964307","0","19"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/_________________1._________________1","0","12","12","1","7.037116","0","21"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/________________.________________","0","12","12","1","7.148327","0","17"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/_________________9._________________9","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/_________________7._________________7","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/_________________6._________________6","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/_________________5._________________5","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/_________________2._________________2","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/_________________10._________________10","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/________________.________________","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/???????/??????/_________________5._________________5","0","12","1","1","0.000000","0","34"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/???????/??????/_________________16._________________16","0","12","12","1","7.222028","0","18"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/???????/??????/_________________2._________________2","0","12","2","1","0.000000","0","46"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/???????/_________________6._________________6","0","12","12","1","0.000000","0","12"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/???????/_________________5._________________5","0","12","1","1","0.000000","0","34"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/???????/_________________4._________________4","0","12","1","1","0.000000","0","46"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/???????/_________________3._________________3","0","12","12","1","7.288072","0","15"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/???????/_________________2._________________2","0","12","2","1","0.000000","0","35"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/???????/_________________1._________________1","0","12","12","1","0.000000","0","13"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/???????/________________.________________","0","12","12","1","0.000000","0","14"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/????????????_????/?????_??????/________________.________________","0","12","12","1","0.000000","0","14"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/??????/_________________2._________________2","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/??????/_________________12._________________12","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_??/_________________6._________________6","0","12","12","1","0.000000","0","12"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_??/________________1.________________1","0","12","12","1","7.113564","0","16"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_??/_________________5_ncl1_1._________________5_ncl1_1","0","12","1","1","0.000000","0","30"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_??/_________________5._________________5","0","12","1","1","0.000000","0","42"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_??/_________________4_ncl1_1._________________4_ncl1_1","0","12","2","1","0.000000","0","32"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_??/_________________3._________________3","0","12","12","1","0.000000","0","15"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_??/_________________2._________________2","0","12","2","1","0.000000","0","35"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_??/_________________1._________________1","0","12","12","1","0.000000","0","14"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_??/________________.________________","0","12","12","1","0.000000","0","13"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_??/_________________7._________________7","0","12","12","1","7.047579","0","13"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_??/_________________8._________________8","0","12","12","1","10.094546","0","19"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????/_________________6._________________6","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/?????_??????/??????_??????/_________________8._________________8","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_?/???????/_________________2._________________2","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_?/???????/_________________11._________________11","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_?/_________________9._________________9","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_?/_________________5._________________5","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_?/_________________4._________________4","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_?/_________________2._________________2","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_?/_________________12._________________12","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_?/_________________10._________________10","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_?/_________________1._________________1","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_?/________________.________________","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_?/???????_?????/_________________9._________________9","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/?????_?/???????_?????/_________________6._________________6","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/???????/_________________9._________________9","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/????/???????????_???????/???????/_________________6._________________6","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/PS_35_6chir/??????/??????????/_________________3._________________3","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/?????/?????/_________________10._________________10","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/?????/?????/_________________9._________________9","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/?????/?????_????????????/_________________9._________________9","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/?????/?????_????????????/_________________8._________________8","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/?????/?????_????????????/_________________7._________________7","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/?????/?????_????????????/_________________6._________________6","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/?????/?????_????????????/_________________5._________________5","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/?????/?????_????????????/_________________4._________________4","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/?????/?????_????????????/_________________3._________________3","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/?????/?????_????????????/_________________2._________________2","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/?????/?????_????????????/_________________1._________________1","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/?-04_??/??????/?????/?????_????????????/________________.________________","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/????????_???/_________________5._________________5","0","0","21","1","0.000000","0","0"
"/Game/??????/???????/????????_???/_________________4._________________4","0","0","21","1","0.000000","0","0"
"/Game/??????/???????/????????_???/_________________1._________________1","0","0","21","1","0.000000","0","0"
"/Game/??????/???????/????????_???/_________________3._________________3","0","0","21","1","0.000000","0","0"
"/Game/??????/???????/????????_???/_________________2._________________2","0","0","21","1","0.000000","0","0"
"/Game/??????/???????/????????_???/________________.________________","0","0","21","1","0.000000","0","0"
"/Game/??????/???????/?????????_?????/_________________7._________________7","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/?????????_?????/_________________6._________________6","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/?????????_?????/_________________3._________________3","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/?????????_?????/_________________5._________________5","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/?????????_?????/_________________4._________________4","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/?????????_?????/_________________2._________________2","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/????????/01_-_Default.01_-_Default","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/????/pendant_key_silver.pendant_key_silver","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/?????/10134_ConHelmet_v02.10134_ConHelmet_v02","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/????/textile_pol.textile_pol","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/????/suit_06_dark.suit_06_dark","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/????/SUIT_06.suit_06","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/????/mannequin.mannequin","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/????/button_9.button_9","0","0","12","1","0.000000","0","0"
"/Game/??????/???????/???????????/????/button_10.button_10","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/PS_35_6chir/??????/?????/_________________2._________________2","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/PS_35_6chir/??????/?????/_________________1._________________1","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/PS_35_6chir/??????/?????/________________.________________","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/PS_35_6chir/??????/??????????/_________________9._________________9","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/PS_35_6chir/??????/??????????/_________________8._________________8","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/PS_35_6chir/??????/??????????/_________________7._________________7","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/PS_35_6chir/??????/??????????/_________________6._________________6","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/PS_35_6chir/??????/??????????/_________________10._________________10","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/PS_35_6chir/??????/??????????/________________1.________________1","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/PS_35_6chir/??????/???????????35/_________________9._________________9","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/PS_35_6chir/??????/???????????35/_________________5._________________5","0","0","12","1","0.000000","0","0"
"/Game/FirstPersonBP/Maps/PS_35_6chir/??????/???????????35/_________________4._________________4","0","0","12","1","0.000000","0","0"
